Metric,AIRPORT,Year,Rank,DomesticINBOUND,DomesticOUTBOUND,DomesticTOTAL,internationalINBOUND,internationalOUTBOUND,internationalTOTAL,totalINBOUND,totalOUTBOUND,totalTOTAL
MACKAY1995,MACKAY,1995,18,140163,142005,282168,0,0,0,140163,142005,282168
MACKAY1996,MACKAY,1996,18,146107,147315,293422,0,0,0,146107,147315,293422
MACKAY1997,MACKAY,1997,17,149566,150388,299954,0,0,0,149566,150388,299954
MACKAY1998,MACKAY,1998,17,140755,142619,283374,0,0,0,140755,142619,283374
MACKAY1999,MACKAY,1999,18,138081,139380,277461,0,0,0,138081,139380,277461
MACKAY2000,MACKAY,2000,17,138589,139771,278360,0,0,0,138589,139771,278360
MACKAY2001,MACKAY,2001,15,138053,139358,277411,0,0,0,138053,139358,277411
MACKAY2002,MACKAY,2002,15,168615,169616,338231,0,0,0,168615,169616,338231
MACKAY2003,MACKAY,2003,14,203705,202754,406459,0,0,0,203705,202754,406459
MACKAY2004,MACKAY,2004,15,255126,255870,510996,0,0,0,255126,255870,510996
MACKAY2005,MACKAY,2005,15,313443,314899,628342,0,0,0,313443,314899,628342
MACKAY2006,MACKAY,2006,15,353623,355154,708777,0,0,0,353623,355154,708777
MACKAY2007,MACKAY,2007,15,387788,389136,776924,0,0,0,387788,389136,776924
MACKAY2008,MACKAY,2008,15,459624,459772,919396,0,0,0,459624,459772,919396
MACKAY2009,MACKAY,2009,14,462851,462838,925689,0,0,0,462851,462838,925689
MACKAY2010,MACKAY,2010,14,489573,493494,983067,0,0,0,489573,493494,983067
MACKAY2011,MACKAY,2011,14,540522,542079,1082601,0,0,0,540522,542079,1082601
MACKAY2012,MACKAY,2012,14,561837,564406,1126243,0,0,0,561837,564406,1126243
MACKAY2013,MACKAY,2013,14,550711,551883,1102594,0,0,0,550711,551883,1102594
MACKAY2014,MACKAY,2014,14,484502,485461,969963,0,0,0,484502,485461,969963
MACKAY2015,MACKAY,2015,15,434538,434394,868932,0,0,0,434538,434394,868932
MACKAY2016,MACKAY,2016,15,383172,384481,767653,0,0,0,383172,384481,767653
MANINGRIDA1985,MANINGRIDA,1985,-,685,724,1409,0,0,0,685,724,1409
MANINGRIDA1986,MANINGRIDA,1986,-,0,0,0,0,0,0,0,0,0
MANINGRIDA1987,MANINGRIDA,1987,-,0,0,0,0,0,0,0,0,0
MANINGRIDA1988,MANINGRIDA,1988,-,2,2,4,0,0,0,2,2,4
MANINGRIDA1989,MANINGRIDA,1989,-,0,0,0,0,0,0,0,0,0
MANINGRIDA1990,MANINGRIDA,1990,-,0,0,0,0,0,0,0,0,0
MANINGRIDA1991,MANINGRIDA,1991,-,55,55,110,0,0,0,55,55,110
MANINGRIDA1992,MANINGRIDA,1992,-,3266,3307,6573,0,0,0,3266,3307,6573
MANINGRIDA1993,MANINGRIDA,1993,-,3880,4041,7921,0,0,0,3880,4041,7921
MANINGRIDA1994,MANINGRIDA,1994,-,4555,4269,8824,0,0,0,4555,4269,8824
MANINGRIDA1995,MANINGRIDA,1995,-,4040,4040,8080,0,0,0,4040,4040,8080
MANINGRIDA1996,MANINGRIDA,1996,-,6226,6226,12452,0,0,0,6226,6226,12452
MANINGRIDA1997,MANINGRIDA,1997,-,7277,7277,14554,0,0,0,7277,7277,14554
MANINGRIDA1998,MANINGRIDA,1998,-,7289,7289,14578,0,0,0,7289,7289,14578
MANINGRIDA1999,MANINGRIDA,1999,-,6817,6817,13634,0,0,0,6817,6817,13634
MANINGRIDA2000,MANINGRIDA,2000,-,7344,7189,14533,0,0,0,7344,7189,14533
MANINGRIDA2001,MANINGRIDA,2001,-,9144,8369,17513,0,0,0,9144,8369,17513
MANINGRIDA2002,MANINGRIDA,2002,-,9980,9457,19437,0,0,0,9980,9457,19437
MANINGRIDA2003,MANINGRIDA,2003,-,11523,11247,22770,0,0,0,11523,11247,22770
MANINGRIDA2004,MANINGRIDA,2004,-,12276,12065,24341,0,0,0,12276,12065,24341
MANINGRIDA2005,MANINGRIDA,2005,-,11749,11495,23244,0,0,0,11749,11495,23244
MANINGRIDA2006,MANINGRIDA,2006,-,8861,8562,17423,0,0,0,8861,8562,17423
MANINGRIDA2007,MANINGRIDA,2007,-,5681,5631,11312,0,0,0,5681,5631,11312
MANINGRIDA2008,MANINGRIDA,2008,-,5469,5306,10775,0,0,0,5469,5306,10775
MANINGRIDA2009,MANINGRIDA,2009,-,6292,6291,12583,0,0,0,6292,6291,12583
MANINGRIDA2010,MANINGRIDA,2010,-,6915,6799,13714,0,0,0,6915,6799,13714
MANINGRIDA2011,MANINGRIDA,2011,-,7350,7261,14611,0,0,0,7350,7261,14611
MANINGRIDA2012,MANINGRIDA,2012,-,6784,6699,13483,0,0,0,6784,6699,13483
MANINGRIDA2013,MANINGRIDA,2013,-,6450,6609,13059,0,0,0,6450,6609,13059
MANINGRIDA2014,MANINGRIDA,2014,-,6073,6038,12111,0,0,0,6073,6038,12111
MANINGRIDA2015,MANINGRIDA,2015,-,5599,5779,11378,0,0,0,5599,5779,11378
MANINGRIDA2016,MANINGRIDA,2016,-,5755,5714,11469,0,0,0,5755,5714,11469
MELBOURNE1985,MELBOURNE,1985,2,2582309,2582207,5164516,603341,571099,1174440,3185650,3153306,6338956
MELBOURNE1986,MELBOURNE,1986,2,2680498,2673151,5353649,655643,617436,1273079,3336141,3290587,6626728
MELBOURNE1987,MELBOURNE,1987,2,2849607,2850349,5699956,745601,673090,1418691,3595208,3523439,7118647
MELBOURNE1988,MELBOURNE,1988,2,3092370,3083814,6176184,799738,739532,1539270,3892108,3823346,7715454
MELBOURNE1989,MELBOURNE,1989,2,2455652,2439423,4895075,832589,796693,1629282,3288241,3236116,6524357
MELBOURNE1990,MELBOURNE,1990,2,3076429,3067228,6143657,875722,841469,1717191,3952151,3908697,7860848
MELBOURNE1991,MELBOURNE,1991,2,3975176,3964330,7939506,864208,839658,1703866,4839384,4803988,9643372
MELBOURNE1992,MELBOURNE,1992,2,4091538,4080475,8172013,873248,864708,1737956,4964786,4945183,9909969
MELBOURNE1993,MELBOURNE,1993,2,4331646,4314752,8646398,930161,917716,1847877,5261807,5232468,10494275
MELBOURNE1994,MELBOURNE,1994,2,4811148,4808667,9619815,947188,924320,1871508,5758336,5732987,11491323
MELBOURNE1995,MELBOURNE,1995,2,5256179,5225516,10481695,1008997,1002157,2011154,6265176,6227673,12492849
MELBOURNE1996,MELBOURNE,1996,2,5558900,5538364,11097264,1103686,1089623,2193309,6662586,6627987,13290573
MELBOURNE1997,MELBOURNE,1997,2,5625360,5602351,11227711,1188304,1184831,2373135,6813664,6787182,13600846
MELBOURNE1998,MELBOURNE,1998,2,5715032,5714109,11429141,1260363,1228769,2489132,6975395,6942878,13918273
MELBOURNE1999,MELBOURNE,1999,2,5949558,5951398,11900956,1335558,1319249,2654807,7285116,7270647,14555763
MELBOURNE2000,MELBOURNE,2000,2,6476040,6457707,12933747,1518891,1524738,3043629,7994931,7982445,15977376
MELBOURNE2001,MELBOURNE,2001,2,6643986,6621863,13265849,1667877,1647695,3315572,8311863,8269558,16581421
MELBOURNE2002,MELBOURNE,2002,2,6450069,6433080,12883149,1677808,1635943,3313751,8127877,8069023,16196900
MELBOURNE2003,MELBOURNE,2003,2,7014218,7007271,14021489,1620653,1578881,3199534,8634871,8586152,17221023
MELBOURNE2004,MELBOURNE,2004,2,7904151,7908799,15812950,1993040,1943395,3936435,9897191,9852194,19749385
MELBOURNE2005,MELBOURNE,2005,2,8225693,8279434,16505127,2150224,2074411,4224635,10375917,10353845,20729762
MELBOURNE2006,MELBOURNE,2006,2,8638580,8637998,17276578,2181306,2109984,4291290,10819886,10747982,21567868
MELBOURNE2007,MELBOURNE,2007,2,9089994,9095331,18185325,2308615,2256469,4565084,11398609,11351800,22750409
MELBOURNE2008,MELBOURNE,2008,2,9930819,9904567,19835386,2400197,2332347,4732544,12331016,12236914,24567930
MELBOURNE2009,MELBOURNE,2009,2,9883405,9871813,19755218,2588313,2542039,5130352,12471718,12413852,24885570
MELBOURNE2010,MELBOURNE,2010,2,10765659,10756594,21522253,2942050,2930461,5872511,13707709,13687055,27394764
MELBOURNE2011,MELBOURNE,2011,2,10615858,10590688,21206546,3248438,3212520,6460958,13864296,13803208,27667504
MELBOURNE2012,MELBOURNE,2012,2,11063471,11034879,22098350,3439570,3379672,6819242,14503041,14414551,28917592
MELBOURNE2013,MELBOURNE,2013,2,11480993,11427291,22908284,3683770,3628373,7312143,15164763,15055664,30220427
MELBOURNE2014,MELBOURNE,2014,2,11701325,11663002,23364327,4031981,3990485,8022466,15733306,15653487,31386793
MELBOURNE2015,MELBOURNE,2015,2,11989261,11941636,23930897,4458023,4401293,8859316,16447284,16342929,32790213
MELBOURNE2016,MELBOURNE,2016,2,12396220,12336383,24732603,4855000,4787586,9642586,17251220,17123969,34375189
MERIMBULA1985,MERIMBULA,1985,-,17979,17875,35854,0,0,0,17979,17875,35854
MERIMBULA1986,MERIMBULA,1986,-,17974,17594,35568,0,0,0,17974,17594,35568
MERIMBULA1987,MERIMBULA,1987,-,17965,17196,35161,0,0,0,17965,17196,35161
MERIMBULA1988,MERIMBULA,1988,-,18137,17591,35728,0,0,0,18137,17591,35728
MERIMBULA1989,MERIMBULA,1989,-,13899,13600,27499,0,0,0,13899,13600,27499
MERIMBULA1990,MERIMBULA,1990,-,11950,12362,24312,0,0,0,11950,12362,24312
MERIMBULA1991,MERIMBULA,1991,-,10747,10829,21576,0,0,0,10747,10829,21576
MERIMBULA1992,MERIMBULA,1992,-,10940,11075,22015,0,0,0,10940,11075,22015
MERIMBULA1993,MERIMBULA,1993,-,11071,10940,22011,0,0,0,11071,10940,22011
MERIMBULA1994,MERIMBULA,1994,-,12092,11925,24017,0,0,0,12092,11925,24017
MERIMBULA1995,MERIMBULA,1995,-,12348,12032,24380,0,0,0,12348,12032,24380
MERIMBULA1996,MERIMBULA,1996,-,12906,12941,25847,0,0,0,12906,12941,25847
MERIMBULA1997,MERIMBULA,1997,-,13559,13465,27024,0,0,0,13559,13465,27024
MERIMBULA1998,MERIMBULA,1998,-,13831,13860,27691,0,0,0,13831,13860,27691
MERIMBULA1999,MERIMBULA,1999,-,13980,14094,28074,0,0,0,13980,14094,28074
MERIMBULA2000,MERIMBULA,2000,-,14048,14071,28119,0,0,0,14048,14071,28119
MERIMBULA2001,MERIMBULA,2001,-,11267,11425,22692,0,0,0,11267,11425,22692
MERIMBULA2002,MERIMBULA,2002,-,10856,10902,21758,0,0,0,10856,10902,21758
MERIMBULA2003,MERIMBULA,2003,-,12508,12572,25080,0,0,0,12508,12572,25080
MERIMBULA2004,MERIMBULA,2004,-,22622,22508,45130,0,0,0,22622,22508,45130
MERIMBULA2005,MERIMBULA,2005,53,26650,26582,53232,0,0,0,26650,26582,53232
MERIMBULA2006,MERIMBULA,2006,51,30611,30773,61384,0,0,0,30611,30773,61384
MERIMBULA2007,MERIMBULA,2007,51,32880,33206,66086,0,0,0,32880,33206,66086
MERIMBULA2008,MERIMBULA,2008,57,29654,29553,59207,0,0,0,29654,29553,59207
MERIMBULA2009,MERIMBULA,2009,57,26459,26661,53120,0,0,0,26459,26661,53120
MERIMBULA2010,MERIMBULA,2010,60,26021,26101,52122,0,0,0,26021,26101,52122
MERIMBULA2011,MERIMBULA,2011,60,25531,25530,51061,0,0,0,25531,25530,51061
MERIMBULA2012,MERIMBULA,2012,60,25573,25431,51004,0,0,0,25573,25431,51004
MERIMBULA2013,MERIMBULA,2013,-,22871,22715,45586,0,0,0,22871,22715,45586
MERIMBULA2014,MERIMBULA,2014,-,25007,24939,49946,0,0,0,25007,24939,49946
MERIMBULA2015,MERIMBULA,2015,60,26408,26773,53181,0,0,0,26408,26773,53181
MERIMBULA2016,MERIMBULA,2016,57,27657,27708,55365,0,0,0,27657,27708,55365
MILDURA1985,MILDURA,1985,46,25603,25806,51409,0,0,0,25603,25806,51409
MILDURA1986,MILDURA,1986,45,28533,28526,57059,0,0,0,28533,28526,57059
MILDURA1987,MILDURA,1987,43,28952,28924,57876,0,0,0,28952,28924,57876
MILDURA1988,MILDURA,1988,42,29097,29630,58727,0,0,0,29097,29630,58727
MILDURA1989,MILDURA,1989,35,27086,27685,54771,0,0,0,27086,27685,54771
MILDURA1990,MILDURA,1990,39,25070,25184,50254,0,0,0,25070,25184,50254
MILDURA1991,MILDURA,1991,-,22878,23615,46493,0,0,0,22878,23615,46493
MILDURA1992,MILDURA,1992,42,26432,26837,53269,0,0,0,26432,26837,53269
MILDURA1993,MILDURA,1993,41,30802,31133,61935,0,0,0,30802,31133,61935
MILDURA1994,MILDURA,1994,42,34637,34663,69300,0,0,0,34637,34663,69300
MILDURA1995,MILDURA,1995,37,38636,39211,77847,0,0,0,38636,39211,77847
MILDURA1996,MILDURA,1996,36,45850,46541,92391,0,0,0,45850,46541,92391
MILDURA1997,MILDURA,1997,33,51635,52234,103869,0,0,0,51635,52234,103869
MILDURA1998,MILDURA,1998,32,56012,56507,112519,0,0,0,56012,56507,112519
MILDURA1999,MILDURA,1999,30,58281,59080,117361,0,0,0,58281,59080,117361
MILDURA2000,MILDURA,2000,30,61202,61897,123099,0,0,0,61202,61897,123099
MILDURA2001,MILDURA,2001,30,50822,51154,101976,0,0,0,50822,51154,101976
MILDURA2002,MILDURA,2002,30,48657,48967,97624,0,0,0,48657,48967,97624
MILDURA2003,MILDURA,2003,28,56008,56191,112199,0,0,0,56008,56191,112199
MILDURA2004,MILDURA,2004,28,69589,70009,139598,0,0,0,69589,70009,139598
MILDURA2005,MILDURA,2005,29,75140,75362,150502,0,0,0,75140,75362,150502
MILDURA2006,MILDURA,2006,31,80867,81478,162345,0,0,0,80867,81478,162345
MILDURA2007,MILDURA,2007,33,84977,86230,171207,0,0,0,84977,86230,171207
MILDURA2008,MILDURA,2008,33,86622,86129,172751,0,0,0,86622,86129,172751
MILDURA2009,MILDURA,2009,30,99054,98923,197977,0,0,0,99054,98923,197977
MILDURA2010,MILDURA,2010,30,103993,103892,207885,0,0,0,103993,103892,207885
MILDURA2011,MILDURA,2011,34,99366,99643,199009,0,0,0,99366,99643,199009
MILDURA2012,MILDURA,2012,34,105077,105034,210111,0,0,0,105077,105034,210111
MILDURA2013,MILDURA,2013,34,108932,109048,217980,0,0,0,108932,109048,217980
MILDURA2014,MILDURA,2014,34,106802,107269,214071,0,0,0,106802,107269,214071
MILDURA2015,MILDURA,2015,31,106591,106910,213501,0,0,0,106591,106910,213501
MILDURA2016,MILDURA,2016,31,110784,111016,221800,0,0,0,110784,111016,221800
MOORABBIN1985,MOORABBIN,1985,-,0,0,0,0,0,0,0,0,0
MOORABBIN1986,MOORABBIN,1986,-,0,0,0,0,0,0,0,0,0
MOORABBIN1987,MOORABBIN,1987,-,1373,1659,3032,0,0,0,1373,1659,3032
MOORABBIN1988,MOORABBIN,1988,-,5236,5489,10725,0,0,0,5236,5489,10725
MOORABBIN1989,MOORABBIN,1989,-,13573,14511,28084,0,0,0,13573,14511,28084
MOORABBIN1990,MOORABBIN,1990,-,19575,19857,39432,0,0,0,19575,19857,39432
MOORABBIN1991,MOORABBIN,1991,-,15254,16639,31893,0,0,0,15254,16639,31893
MOORABBIN1992,MOORABBIN,1992,-,15945,16361,32306,0,0,0,15945,16361,32306
MOORABBIN1993,MOORABBIN,1993,-,16464,17016,33480,0,0,0,16464,17016,33480
MOORABBIN1994,MOORABBIN,1994,-,16942,16561,33503,0,0,0,16942,16561,33503
MOORABBIN1995,MOORABBIN,1995,-,15652,15753,31405,0,0,0,15652,15753,31405
MOORABBIN1996,MOORABBIN,1996,-,13797,13731,27528,0,0,0,13797,13731,27528
MOORABBIN1997,MOORABBIN,1997,-,15629,15683,31312,0,0,0,15629,15683,31312
MOORABBIN1998,MOORABBIN,1998,-,15678,15678,31356,0,0,0,15678,15678,31356
MOORABBIN1999,MOORABBIN,1999,-,9456,9456,18912,0,0,0,9456,9456,18912
MOORABBIN2000,MOORABBIN,2000,-,2354,2354,4708,0,0,0,2354,2354,4708
MOORABBIN2001,MOORABBIN,2001,-,2373,2373,4746,0,0,0,2373,2373,4746
MOORABBIN2002,MOORABBIN,2002,-,2397,2397,4794,0,0,0,2397,2397,4794
MOORABBIN2003,MOORABBIN,2003,-,2635,2635,5270,0,0,0,2635,2635,5270
MOORABBIN2004,MOORABBIN,2004,-,3244,3239,6483,0,0,0,3244,3239,6483
MOORABBIN2005,MOORABBIN,2005,-,3760,3489,7249,0,0,0,3760,3489,7249
MOORABBIN2006,MOORABBIN,2006,-,4291,4469,8760,0,0,0,4291,4469,8760
MOORABBIN2007,MOORABBIN,2007,-,4438,4367,8805,0,0,0,4438,4367,8805
MOORABBIN2008,MOORABBIN,2008,-,5337,5352,10689,0,0,0,5337,5352,10689
MOORABBIN2009,MOORABBIN,2009,-,5962,5880,11842,0,0,0,5962,5880,11842
MOORABBIN2010,MOORABBIN,2010,-,4888,4888,9776,0,0,0,4888,4888,9776
MOORABBIN2011,MOORABBIN,2011,-,4862,4862,9724,0,0,0,4862,4862,9724
MOORABBIN2012,MOORABBIN,2012,-,4878,4878,9756,0,0,0,4878,4878,9756
MOORABBIN2013,MOORABBIN,2013,-,4883,4883,9766,0,0,0,4883,4883,9766
MOORABBIN2014,MOORABBIN,2014,-,4805,4805,9610,0,0,0,4805,4805,9610
MOORABBIN2015,MOORABBIN,2015,-,4498,4498,8996,0,0,0,4498,4498,8996
MOORABBIN2016,MOORABBIN,2016,-,4537,4537,9074,0,0,0,4537,4537,9074
MORANBAH1985,MORANBAH,1985,-,342,280,622,0,0,0,342,280,622
MORANBAH1986,MORANBAH,1986,-,512,552,1064,0,0,0,512,552,1064
MORANBAH1987,MORANBAH,1987,-,324,340,664,0,0,0,324,340,664
MORANBAH1988,MORANBAH,1988,-,209,238,447,0,0,0,209,238,447
MORANBAH1989,MORANBAH,1989,-,74,101,175,0,0,0,74,101,175
MORANBAH1990,MORANBAH,1990,-,64,68,132,0,0,0,64,68,132
MORANBAH1991,MORANBAH,1991,-,0,0,0,0,0,0,0,0,0
MORANBAH1992,MORANBAH,1992,-,0,0,0,0,0,0,0,0,0
MORANBAH1993,MORANBAH,1993,-,0,0,0,0,0,0,0,0,0
MORANBAH1994,MORANBAH,1994,-,0,0,0,0,0,0,0,0,0
MORANBAH1995,MORANBAH,1995,-,0,0,0,0,0,0,0,0,0
MORANBAH1996,MORANBAH,1996,-,0,0,0,0,0,0,0,0,0
MORANBAH1997,MORANBAH,1997,-,0,0,0,0,0,0,0,0,0
MORANBAH1998,MORANBAH,1998,-,0,0,0,0,0,0,0,0,0
MORANBAH1999,MORANBAH,1999,-,0,0,0,0,0,0,0,0,0
MORANBAH2000,MORANBAH,2000,-,0,0,0,0,0,0,0,0,0
MORANBAH2001,MORANBAH,2001,-,0,0,0,0,0,0,0,0,0
MORANBAH2002,MORANBAH,2002,-,0,0,0,0,0,0,0,0,0
MORANBAH2003,MORANBAH,2003,-,0,0,0,0,0,0,0,0,0
MORANBAH2004,MORANBAH,2004,-,2858,2857,5715,0,0,0,2858,2857,5715
MORANBAH2005,MORANBAH,2005,-,3476,3473,6949,0,0,0,3476,3473,6949
MORANBAH2006,MORANBAH,2006,-,5222,5205,10427,0,0,0,5222,5205,10427
MORANBAH2007,MORANBAH,2007,-,6181,6295,12476,0,0,0,6181,6295,12476
MORANBAH2008,MORANBAH,2008,-,5970,6089,12059,0,0,0,5970,6089,12059
MORANBAH2009,MORANBAH,2009,-,2749,2668,5417,0,0,0,2749,2668,5417
MORANBAH2010,MORANBAH,2010,-,14140,13385,27525,0,0,0,14140,13385,27525
MORANBAH2011,MORANBAH,2011,49,39376,39638,79014,0,0,0,39376,39638,79014
MORANBAH2012,MORANBAH,2012,42,66677,67208,133885,0,0,0,66677,67208,133885
MORANBAH2013,MORANBAH,2013,39,85570,89322,174892,0,0,0,85570,89322,174892
MORANBAH2014,MORANBAH,2014,39,86035,88089,174124,0,0,0,86035,88089,174124
MORANBAH2015,MORANBAH,2015,42,68181,70632,138813,0,0,0,68181,70632,138813
MORANBAH2016,MORANBAH,2016,43,58584,58896,117480,0,0,0,58584,58896,117480
MOREE1985,MOREE,1985,-,15020,15182,30202,0,0,0,15020,15182,30202
MOREE1986,MOREE,1986,-,14692,14733,29425,0,0,0,14692,14733,29425
MOREE1987,MOREE,1987,-,13747,13865,27612,0,0,0,13747,13865,27612
MOREE1988,MOREE,1988,-,14672,14640,29312,0,0,0,14672,14640,29312
MOREE1989,MOREE,1989,-,8656,8864,17520,0,0,0,8656,8864,17520
MOREE1990,MOREE,1990,-,6894,6923,13817,0,0,0,6894,6923,13817
MOREE1991,MOREE,1991,-,6622,6742,13364,0,0,0,6622,6742,13364
MOREE1992,MOREE,1992,-,9115,9338,18453,0,0,0,9115,9338,18453
MOREE1993,MOREE,1993,-,9678,9874,19552,0,0,0,9678,9874,19552
MOREE1994,MOREE,1994,-,9222,9359,18581,0,0,0,9222,9359,18581
MOREE1995,MOREE,1995,-,9691,9926,19617,0,0,0,9691,9926,19617
MOREE1996,MOREE,1996,-,11184,11530,22714,0,0,0,11184,11530,22714
MOREE1997,MOREE,1997,-,10875,11022,21897,0,0,0,10875,11022,21897
MOREE1998,MOREE,1998,-,11160,11389,22549,0,0,0,11160,11389,22549
MOREE1999,MOREE,1999,-,11453,11617,23070,0,0,0,11453,11617,23070
MOREE2000,MOREE,2000,-,12119,12540,24659,0,0,0,12119,12540,24659
MOREE2001,MOREE,2001,-,10485,10714,21199,0,0,0,10485,10714,21199
MOREE2002,MOREE,2002,-,9236,9413,18649,0,0,0,9236,9413,18649
MOREE2003,MOREE,2003,-,9707,9994,19701,0,0,0,9707,9994,19701
MOREE2004,MOREE,2004,-,10537,10689,21226,0,0,0,10537,10689,21226
MOREE2005,MOREE,2005,-,10658,10970,21628,0,0,0,10658,10970,21628
MOREE2006,MOREE,2006,-,10440,10753,21193,0,0,0,10440,10753,21193
MOREE2007,MOREE,2007,-,11420,11795,23215,0,0,0,11420,11795,23215
MOREE2008,MOREE,2008,-,14629,15129,29758,0,0,0,14629,15129,29758
MOREE2009,MOREE,2009,-,13890,13858,27748,0,0,0,13890,13858,27748
MOREE2010,MOREE,2010,-,14711,14737,29448,0,0,0,14711,14737,29448
MOREE2011,MOREE,2011,-,15181,15238,30419,0,0,0,15181,15238,30419
MOREE2012,MOREE,2012,-,13814,13692,27506,0,0,0,13814,13692,27506
MOREE2013,MOREE,2013,-,13435,13660,27095,0,0,0,13435,13660,27095
MOREE2014,MOREE,2014,-,16890,16579,33469,0,0,0,16890,16579,33469
MOREE2015,MOREE,2015,-,17013,16962,33975,0,0,0,17013,16962,33975
MOREE2016,MOREE,2016,-,17052,16842,33894,0,0,0,17052,16842,33894
MORUYA1985,MORUYA,1985,-,2781,2738,5519,0,0,0,2781,2738,5519
MORUYA1986,MORUYA,1986,-,2455,2514,4969,0,0,0,2455,2514,4969
MORUYA1987,MORUYA,1987,-,2234,2266,4500,0,0,0,2234,2266,4500
MORUYA1988,MORUYA,1988,-,2425,2532,4957,0,0,0,2425,2532,4957
MORUYA1989,MORUYA,1989,-,2730,2495,5225,0,0,0,2730,2495,5225
MORUYA1990,MORUYA,1990,-,5156,5416,10572,0,0,0,5156,5416,10572
MORUYA1991,MORUYA,1991,-,4212,4220,8432,0,0,0,4212,4220,8432
MORUYA1992,MORUYA,1992,-,4030,3777,7807,0,0,0,4030,3777,7807
MORUYA1993,MORUYA,1993,-,4527,4404,8931,0,0,0,4527,4404,8931
MORUYA1994,MORUYA,1994,-,4787,4739,9526,0,0,0,4787,4739,9526
MORUYA1995,MORUYA,1995,-,4852,4943,9795,0,0,0,4852,4943,9795
MORUYA1996,MORUYA,1996,-,4920,4907,9827,0,0,0,4920,4907,9827
MORUYA1997,MORUYA,1997,-,4760,4677,9437,0,0,0,4760,4677,9437
MORUYA1998,MORUYA,1998,-,5106,4998,10104,0,0,0,5106,4998,10104
MORUYA1999,MORUYA,1999,-,5126,5067,10193,0,0,0,5126,5067,10193
MORUYA2000,MORUYA,2000,-,5132,5176,10308,0,0,0,5132,5176,10308
MORUYA2001,MORUYA,2001,-,4302,4395,8697,0,0,0,4302,4395,8697
MORUYA2002,MORUYA,2002,-,3920,4028,7948,0,0,0,3920,4028,7948
MORUYA2003,MORUYA,2003,-,3848,3895,7743,0,0,0,3848,3895,7743
MORUYA2004,MORUYA,2004,-,7213,7117,14330,0,0,0,7213,7117,14330
MORUYA2005,MORUYA,2005,-,7799,7956,15755,0,0,0,7799,7956,15755
MORUYA2006,MORUYA,2006,-,9357,9454,18811,0,0,0,9357,9454,18811
MORUYA2007,MORUYA,2007,-,10729,10849,21578,0,0,0,10729,10849,21578
MORUYA2008,MORUYA,2008,-,10728,10500,21228,0,0,0,10728,10500,21228
MORUYA2009,MORUYA,2009,-,9948,9728,19676,0,0,0,9948,9728,19676
MORUYA2010,MORUYA,2010,-,10347,10324,20671,0,0,0,10347,10324,20671
MORUYA2011,MORUYA,2011,-,9350,9261,18611,0,0,0,9350,9261,18611
MORUYA2012,MORUYA,2012,-,9055,8969,18024,0,0,0,9055,8969,18024
MORUYA2013,MORUYA,2013,-,9362,9308,18670,0,0,0,9362,9308,18670
MORUYA2014,MORUYA,2014,-,8910,8931,17841,0,0,0,8910,8931,17841
MORUYA2015,MORUYA,2015,-,8755,8870,17625,0,0,0,8755,8870,17625
MORUYA2016,MORUYA,2016,-,9017,9078,18095,0,0,0,9017,9078,18095
MOUNT GAMBIER1985,MOUNT GAMBIER,1985,-,23054,22390,45444,0,0,0,23054,22390,45444
MOUNT GAMBIER1986,MOUNT GAMBIER,1986,-,14313,13997,28310,0,0,0,14313,13997,28310
MOUNT GAMBIER1987,MOUNT GAMBIER,1987,-,21090,20799,41889,0,0,0,21090,20799,41889
MOUNT GAMBIER1988,MOUNT GAMBIER,1988,-,24185,23847,48032,0,0,0,24185,23847,48032
MOUNT GAMBIER1989,MOUNT GAMBIER,1989,38,26082,25430,51512,0,0,0,26082,25430,51512
MOUNT GAMBIER1990,MOUNT GAMBIER,1990,37,26324,26069,52393,0,0,0,26324,26069,52393
MOUNT GAMBIER1991,MOUNT GAMBIER,1991,40,25830,25620,51450,0,0,0,25830,25620,51450
MOUNT GAMBIER1992,MOUNT GAMBIER,1992,-,24591,24225,48816,0,0,0,24591,24225,48816
MOUNT GAMBIER1993,MOUNT GAMBIER,1993,45,27449,27232,54681,0,0,0,27449,27232,54681
MOUNT GAMBIER1994,MOUNT GAMBIER,1994,47,29447,29434,58881,0,0,0,29447,29434,58881
MOUNT GAMBIER1995,MOUNT GAMBIER,1995,45,30553,30413,60966,0,0,0,30553,30413,60966
MOUNT GAMBIER1996,MOUNT GAMBIER,1996,45,31073,31140,62213,0,0,0,31073,31140,62213
MOUNT GAMBIER1997,MOUNT GAMBIER,1997,45,32289,32083,64372,0,0,0,32289,32083,64372
MOUNT GAMBIER1998,MOUNT GAMBIER,1998,42,34378,34362,68740,0,0,0,34378,34362,68740
MOUNT GAMBIER1999,MOUNT GAMBIER,1999,43,34850,35769,70619,0,0,0,34850,35769,70619
MOUNT GAMBIER2000,MOUNT GAMBIER,2000,41,37522,38705,76227,0,0,0,37522,38705,76227
MOUNT GAMBIER2001,MOUNT GAMBIER,2001,39,36286,36898,73184,0,0,0,36286,36898,73184
MOUNT GAMBIER2002,MOUNT GAMBIER,2002,39,33258,33162,66420,0,0,0,33258,33162,66420
MOUNT GAMBIER2003,MOUNT GAMBIER,2003,39,37542,37762,75304,0,0,0,37542,37762,75304
MOUNT GAMBIER2004,MOUNT GAMBIER,2004,38,42425,42829,85254,0,0,0,42425,42829,85254
MOUNT GAMBIER2005,MOUNT GAMBIER,2005,37,49065,49530,98595,0,0,0,49065,49530,98595
